frame,frame,y,x,bottom,right,class,class_str,score,,,scoress,,,frame,,tem,,,Emotion
556,556,0.094281435,0.3796584,0.4681381,0.60809064,85,98.9 - Up temp/97.8- Lower temp/97.9-Nose,0.50554234,,,0.50554234 B/w Confused & Neutal,,,556,,,,,5
557,557,0.23324853,0.6791861,0.63045824,0.7672547,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.2315905,,,0.2315905 B/w Confused & Neutal,,,557,,,,,5
558,558,0.23361382,0.6797866,0.626493,0.76708597,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.23165858,,,0.23165858 B/w Confused & Neutal,,,558,,,,,5
559,559,0.31264114,0.31171495,0.60036314,0.3833992,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.41304368,,,0.41304368 B/w Confused & Neutal,,,559,,,,,0
560,560,0.31258965,0.3117426,0.6003331,0.38342226,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.41756198,,,0.41756198 B/w Confused & Neutal,,,560,,,,,0
561,561,0.3121506,0.31128755,0.5979592,0.3834599,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.43515986,,,0.43515986 B/w Confused & Neutal,,,561,,,,,0
562,562,0.31209606,0.31125158,0.5978322,0.38346297,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.44092506,,,0.44092506 B/w Confused & Neutal,,,562,,,,,0
563,563,0.31666097,0.30860424,0.64554036,0.3955381,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.44271976,,,0.44271976 B/w Confused & Neutal,,,563,,,,,5
564,564,0.3181525,0.3077012,0.64440954,0.3951353,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.42892623,,,0.42892623 B/w Confused & Neutal,,,564,,,,,-5
565,565,0.31706744,0.3086091,0.64485824,0.3956165,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.43937647,,,0.43937647 B/w Confused & Neutal,,,565,,,,,-5
566,566,0.31709778,0.3087089,0.6444427,0.39541477,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.43976188,,,0.43976188 B/w Confused & Neutal,,,566,,,,,-5
567,567,0.30082008,0.341665,0.6632031,0.4401628,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.55300105,,,0.55300105 B/w Confused & Neutal,,,567,,,,,0
568,568,0.3014146,0.342538,0.66164297,0.44053704,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5430963,,,0.5430963 B/w Confused & Neutal,,,568,,,,,5
569,569,0.30411488,0.35329637,0.64712346,0.45044407,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5386491,,,0.5386491 B/w Confused & Neutal,,,569,,,,,0
570,570,0.30383694,0.3516294,0.6478303,0.45084724,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5462782,,,0.5462782 B/w Confused & Neutal,,,570,,,,,5
571,571,0.31713206,0.35530382,0.6437407,0.46302783,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5155349,,,0.5155349 B/w Confused & Neutal,,,571,,,,,-5
572,572,0.38049734,0.33304757,0.6760982,0.47105193,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.2007579,,,0.2007579 B/w Confused & Neutal,,,572,,,,,5
573,573,0.31716496,0.35543323,0.64460164,0.4630751,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.49798837,,,0.49798837 B/w Confused & Neutal,,,573,,,,,-5
574,574,0.31718498,0.3549512,0.6451507,0.4630468,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5074518,,,0.5074518 B/w Confused & Neutal,,,574,,,,,5
575,575,0.31736892,0.35507306,0.6450435,0.46307346,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.50692606,,,0.50692606 B/w Confused & Neutal,,,575,,,,,0
576,576,0.33978623,0.3711374,0.69631404,0.49126628,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5683907,,,0.5683907 B/w Confused & Neutal,,,576,,,,,0
577,577,0.33997822,0.37046957,0.6950624,0.49054188,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6064167,,,0.6064167 B/w Confused & Neutal,,,577,,,,,0
578,578,0.34390533,0.3908744,0.6833401,0.49788713,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.7047791,,,0.7047791 B/w Confused & Neutal,,,578,,,,,0
579,579,0.34435043,0.39123794,0.6839467,0.49796703,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.7089793,,,0.7089793 B/w Confused & Neutal,,,579,,,,,5
580,580,0.33849293,0.4188037,0.6616604,0.5050387,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5830589,,,0.5830589 B/w Confused & Neutal,,,580,,,,,-5
581,581,0.20956224,0.03610623,0.9812446,0.99205565,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22764418,,,0.22764418 B/w Confused & Neutal,,,581,,,,,-5
582,582,0.33843863,0.41862622,0.6615342,0.50500953,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5855583,,,0.5855583 B/w Confused & Neutal,,,582,,,,,-5
583,583,0.21005207,0.03574568,0.98124975,0.9917794,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22748329,,,0.22748329 B/w Confused & Neutal,,,583,,,,,0
584,584,0.33826023,0.4183588,0.6613066,0.50502264,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5995281,,,0.5995281 B/w Confused & Neutal,,,584,,,,,5
585,585,0.2064963,0.035553843,0.9810831,0.9909203,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22823626,,,0.22823626 B/w Confused & Neutal,,,585,,,,,0
586,586,0.3382864,0.41853487,0.6611405,0.5049881,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.59575945,,,0.59575945 B/w Confused & Neutal,,,586,,,,,5
587,587,0.20629856,0.03532335,0.9811301,0.9908807,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22959289,,,0.22959289 B/w Confused & Neutal,,,587,,,,,-5
588,588,0.5375652,0.45237288,0.6795128,0.534235,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.20058137,,,0.20058137 B/w Confused & Neutal,,,588,,,,,5
589,589,0.32460555,0.43462005,0.6464484,0.53008664,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.52488476,,,0.52488476 B/w Confused & Neutal,,,589,,,,,0
590,590,0.15781161,0.03943789,0.9778007,0.98764384,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22088644,,,0.22088644 B/w Confused & Neutal,,,590,,,,,5
591,591,0.32409245,0.43478066,0.6468846,0.53025126,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5328035,,,0.5328035 B/w Confused & Neutal,,,591,,,,,0
592,592,0.16205233,0.03892067,0.97905236,0.98962164,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22468767,,,0.22468767 B/w Confused & Neutal,,,592,,,,,0
593,593,0.34787816,0.43770042,0.6803934,0.5467024,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.7459561,,,0.7459561 B/w Confused & Neutal,,,593,,,,,0
594,594,0.40931475,0.41058135,0.6817503,0.52534914,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.3364101,,,0.3364101 B/w Confused & Neutal,,,594,,,,,0
595,595,0.14446142,0.043819338,0.978029,0.9886608,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.208872,,,0.208872 B/w Confused & Neutal,,,595,,,,,5
596,596,0.3482647,0.4382367,0.6805872,0.5463147,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.7369621,,,0.7369621 B/w Confused & Neutal,,,596,,,,,-5
597,597,0.40978038,0.4103327,0.68236494,0.5254198,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.33128944,,,0.33128944 B/w Confused & Neutal,,,597,,,,,-5
598,598,0.1488421,0.043854862,0.97815907,0.9884654,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.20775728,,,0.20775728 B/w Confused & Neutal,,,598,,,,,-5
599,599,0.3517816,0.45977047,0.676358,0.5533389,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.70428455,,,0.70428455 B/w Confused & Neutal,,,599,,,,,0
600,600,0.11344877,0.042742252,0.9610225,0.9552403,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.24380895,,,0.24380895 B/w Confused & Neutal,,,600,,,,,5
601,601,0.41461307,0.4208938,0.6804405,0.5250883,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.22935395,,,0.22935395 B/w Confused & Neutal,,,601,,,,,0
602,602,0.3519377,0.45989627,0.67637485,0.55322486,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.70278925,,,0.70278925 B/w Confused & Neutal,,,602,,,,,5
603,603,0.11316967,0.042865932,0.9611052,0.9550008,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.2440282,,,0.2440282 B/w Confused & Neutal,,,603,,,,,-5
604,604,0.41442633,0.42096126,0.6802771,0.5250207,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.22988726,,,0.22988726 B/w Confused & Neutal,,,604,,,,,5
605,605,0.3515228,0.4612616,0.6764704,0.553567,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.69648665,,,0.69648665 B/w Confused & Neutal,,,605,,,,,5
606,606,0.11196038,0.04078242,0.9619899,0.9561262,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.2561104,,,0.2561104 B/w Confused & Neutal,,,606,,,,,5
607,607,0.4159158,0.42003292,0.6807404,0.52525663,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.22253393,,,0.22253393 B/w Confused & Neutal,,,607,,,,,0
608,608,0.35161597,0.4611992,0.6766177,0.5536216,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.69775873,,,0.69775873 B/w Confused & Neutal,,,608,,,,,0
609,609,0.11176783,0.0410358,0.96159524,0.95605135,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.25630066,,,0.25630066 B/w Confused & Neutal,,,609,,,,,0
610,610,0.41582733,0.41995174,0.6807551,0.525295,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.22214007,,,0.22214007 B/w Confused & Neutal,,,610,,,,,0
611,611,0.34762567,0.4878651,0.6512645,0.56319535,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.56906694,,,0.56906694 B/w Confused & Neutal,,,611,,,,,5
612,612,0.10982275,0.022954673,0.9717301,0.9762007,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.27996048,,,0.27996048 B/w Confused & Neutal,,,612,,,,,-5
613,613,0.34719425,0.48695067,0.65146035,0.5631727,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.57064784,,,0.57064784 B/w Confused & Neutal,,,613,,,,,-5
614,614,0.10826534,0.021087795,0.9725285,0.9766544,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.28838775,,,0.28838775 B/w Confused & Neutal,,,614,,,,,-5
615,615,0.3471604,0.4869163,0.6514733,0.56322336,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5753504,,,0.5753504 B/w Confused & Neutal,,,615,,,,,0
616,616,0.1081247,0.02183956,0.9724479,0.97631115,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.28583902,,,0.28583902 B/w Confused & Neutal,,,616,,,,,5
617,617,0.34699905,0.48679048,0.65160483,0.56331235,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.57882273,,,0.57882273 B/w Confused & Neutal,,,617,,,,,5
618,618,0.10774091,0.021383673,0.97251606,0.97661555,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.28620514,,,0.28620514 B/w Confused & Neutal,,,618,,,,,0
619,619,0.36184207,0.5028991,0.64776444,0.60299224,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.3294558,,,0.3294558 B/w Confused & Neutal,,,619,,,,,5
620,620,0.2975507,0.002993703,0.93782103,0.30112606,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.253079,,,0.253079 B/w Confused & Neutal,,,620,,,,,-5
621,621,0.18716875,0.044875562,0.98053706,0.99446267,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22829685,,,0.22829685 B/w Confused & Neutal,,,621,,,,,5
622,622,0.36182505,0.50259906,0.6479525,0.6029431,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.33156437,,,0.33156437 B/w Confused & Neutal,,,622,,,,,-5
623,623,0.29731864,0.003130391,0.9372954,0.3009709,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.25486645,,,0.25486645 B/w Confused & Neutal,,,623,,,,,5
624,624,0.1858963,0.045300245,0.98033583,0.9944122,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22746523,,,0.22746523 B/w Confused & Neutal,,,624,,,,,0
625,625,0.36183938,0.5030119,0.6486962,0.603293,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.33611044,,,0.33611044 B/w Confused & Neutal,,,625,,,,,0
626,626,0.29691386,0.003132537,0.9378872,0.30059117,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.25726596,,,0.25726596 B/w Confused & Neutal,,,626,,,,,0
627,627,0.1857461,0.043557644,0.98100054,0.99481475,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.23753405,,,0.23753405 B/w Confused & Neutal,,,627,,,,,0
628,628,0.36169878,0.50315243,0.6485293,0.6032184,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.33642682,,,0.33642682 B/w Confused & Neutal,,,628,,,,,5
629,629,0.2967532,0.00314194,0.938424,0.3006508,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2565626,,,0.2565626 B/w Confused & Neutal,,,629,,,,,-5
630,630,0.18658304,0.042922914,0.9810568,0.99486786,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.23992787,,,0.23992787 B/w Confused & Neutal,,,630,,,,,-5
631,631,0.36412996,0.5305823,0.6440467,0.6097951,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.43686843,,,0.43686843 B/w Confused & Neutal,,,631,,,,,-5
632,632,0.1875658,0.041733533,0.98265314,0.9958365,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.2765846,,,0.2765846 B/w Confused & Neutal,,,632,,,,,0
633,633,0.29595762,0.003481373,0.938662,0.3004706,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.25631455,,,0.25631455 B/w Confused & Neutal,,,633,,,,,5
634,634,0.36429325,0.5308633,0.6431519,0.6099112,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.4244156,,,0.4244156 B/w Confused & Neutal,,,634,,,,,0
635,635,0.19055876,0.041014254,0.9827341,0.99581784,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.27462694,,,0.27462694 B/w Confused & Neutal,,,635,,,,,5
636,636,0.2967419,0.003454059,0.93843454,0.30062756,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2603062,,,0.2603062 B/w Confused & Neutal,,,636,,,,,-5
637,637,0.37701085,0.3720324,0.99564314,0.9957131,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.20032208,,,0.20032208 B/w Confused & Neutal,,,637,,,,,5
638,638,0.35585213,0.54878914,0.64980876,0.6380961,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.3619331,,,0.3619331 B/w Confused & Neutal,,,638,,,,,0
639,639,0.29649535,0.004612982,0.93833756,0.30140883,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.24931139,,,0.24931139 B/w Confused & Neutal,,,639,,,,,5
640,640,0.22046307,0.06082818,0.983716,0.9961271,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.23227264,,,0.23227264 B/w Confused & Neutal,,,640,,,,,0
641,641,0.5545862,0.5717854,0.65140903,0.62698466,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.20788623,,,0.20788623 B/w Confused & Neutal,,,641,,,,,0
642,642,0.3555379,0.54880553,0.6490153,0.6381667,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.37191615,,,0.37191615 B/w Confused & Neutal,,,642,,,,,0
643,643,0.2960039,0.00494647,0.93742406,0.30089244,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.24933575,,,0.24933575 B/w Confused & Neutal,,,643,,,,,0
644,644,0.2131021,0.060275048,0.98332846,0.9958925,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.23435102,,,0.23435102 B/w Confused & Neutal,,,644,,,,,5
645,645,0.5550067,0.57166463,0.65135485,0.62703854,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.20882481,,,0.20882481 B/w Confused & Neutal,,,645,,,,,-5
646,646,0.34223908,0.5529831,0.6473865,0.64615613,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6432217,,,0.6432217 B/w Confused & Neutal,,,646,,,,,-5
647,647,0.2954662,0.005078614,0.94045854,0.30106717,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2736909,,,0.2736909 B/w Confused & Neutal,,,647,,,,,-5
648,648,0.34219533,0.552937,0.64732647,0.64623207,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6402714,,,0.6402714 B/w Confused & Neutal,,,648,,,,,0
649,649,0.2955821,0.005067095,0.9407923,0.30100203,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27526614,,,0.27526614 B/w Confused & Neutal,,,649,,,,,5
650,650,0.34223786,0.55286103,0.64728916,0.64634377,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6411626,,,0.6411626 B/w Confused & Neutal,,,650,,,,,0
651,651,0.29505593,0.005149573,0.9410232,0.30082312,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27065772,,,0.27065772 B/w Confused & Neutal,,,651,,,,,5
652,652,0.34227097,0.5528807,0.6472506,0.6464334,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6403734,,,0.6403734 B/w Confused & Neutal,,,652,,,,,-5
653,653,0.29504824,0.005159929,0.94114065,0.30076408,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2705052,,,0.2705052 B/w Confused & Neutal,,,653,,,,,5
654,654,0.3426966,0.5531163,0.6459599,0.6469842,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.63043106,,,0.63043106 B/w Confused & Neutal,,,654,,,,,5
655,655,0.29490247,0.005289927,0.9409894,0.30066878,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2698208,,,0.2698208 B/w Confused & Neutal,,,655,,,,,5
656,656,0.34251142,0.5527132,0.6463329,0.6470905,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.6255914,,,0.6255914 B/w Confused & Neutal,,,656,,,,,0
657,657,0.29526466,0.005288914,0.9417928,0.30098736,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27933717,,,0.27933717 B/w Confused & Neutal,,,657,,,,,0
658,658,0.34783268,0.5699529,0.64038444,0.6536667,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5267052,,,0.5267052 B/w Confused & Neutal,,,658,,,,,0
659,659,0.2950518,0.005080506,0.9415642,0.30104238,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.26888514,,,0.26888514 B/w Confused & Neutal,,,659,,,,,0
660,660,0.3477909,0.56980455,0.64028776,0.6538162,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.48944098,,,0.48944098 B/w Confused & Neutal,,,660,,,,,5
661,661,0.29545838,0.005302534,0.94069976,0.30119246,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27022874,,,0.27022874 B/w Confused & Neutal,,,661,,,,,-5
662,662,0.29534167,0.005008414,0.9392014,0.30145657,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.26381096,,,0.26381096 B/w Confused & Neutal,,,662,,,,,-5
663,663,0.12977222,0.061579227,0.96966493,0.97436905,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.21980307,,,0.21980307 B/w Confused & Neutal,,,663,,,,,-5
664,664,0.2954593,0.004788861,0.94030225,0.3015824,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.26568502,,,0.26568502 B/w Confused & Neutal,,,664,,,,,0
665,665,0.13104486,0.06124279,0.96987915,0.97511554,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.2211624,,,0.2211624 B/w Confused & Neutal,,,665,,,,,5
666,666,0.29600307,0.004737854,0.9422252,0.30146778,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2588684,,,0.2588684 B/w Confused & Neutal,,,666,,,,,0
667,667,0.12930244,0.062360883,0.9706549,0.976143,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.21980152,,,0.21980152 B/w Confused & Neutal,,,667,,,,,5
668,668,0.29628956,0.004571244,0.94296074,0.30162936,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.25882292,,,0.25882292 B/w Confused & Neutal,,,668,,,,,-5
669,669,0.12930328,0.06219706,0.97075754,0.9763261,5,97.8 - Up temp/97.8- Lower temp/97.8-Nose,0.22153027,,,0.22153027 B/w Confused & Neutal,,,669,,,,,5
670,670,0.29676372,0.004634291,0.9424636,0.3013203,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23256999,,,0.23256999 B/w Confused & Neutal,,,670,,,,,-5
671,671,0.2956678,0.00442113,0.9429972,0.30171782,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.22747627,,,0.22747627 B/w Confused & Neutal,,,671,,,,,5
672,672,0.29524463,0.004603937,0.942308,0.30185062,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23315416,,,0.23315416 B/w Confused & Neutal,,,672,,,,,0
673,673,0.29528716,0.004748717,0.9422662,0.3019005,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.23623855,,,0.23623855 B/w Confused & Neutal,,,673,,,,,0
674,674,0.29620528,0.003453016,0.9440025,0.30233115,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27276486,,,0.27276486 B/w Confused & Neutal,,,674,,,,,0
675,675,0.3532202,0.6170656,0.647949,0.7030255,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.2502822,,,0.2502822 B/w Confused & Neutal,,,675,,,,,0
676,676,0.29729635,0.002771512,0.9439449,0.30301225,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27816036,,,0.27816036 B/w Confused & Neutal,,,676,,,,,5
677,677,0.35356238,0.61815786,0.6482649,0.70350266,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.2501785,,,0.2501785 B/w Confused & Neutal,,,677,,,,,-5
678,678,0.29760167,0.002565935,0.9443053,0.30310017,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.26599053,,,0.26599053 B/w Confused & Neutal,,,678,,,,,-5
679,679,0.35427207,0.61793417,0.6477043,0.70387083,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.24028154,,,0.24028154 B/w Confused & Neutal,,,679,,,,,-5
680,680,0.29780838,0.0026481,0.9439465,0.30300015,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2660449,,,0.2660449 B/w Confused & Neutal,,,680,,,,,0
681,681,0.3542003,0.6173266,0.64783543,0.7036983,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.23920752,,,0.23920752 B/w Confused & Neutal,,,681,,,,,5
682,682,0.014379352,0.6410736,0.67294693,0.81480825,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.47603554,,,0.47603554 B/w Confused & Neutal,,,682,,,,,0
683,683,0.37279326,0.61974585,0.6494389,0.7159635,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.34511405,,,0.34511405 B/w Confused & Neutal,,,683,,,,,5
684,684,0.29784548,0.002852947,0.94362175,0.30278584,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.27297008,,,0.27297008 B/w Confused & Neutal,,,684,,,,,-5
685,685,0.015355647,0.6431955,0.6724936,0.81332374,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.45150426,,,0.45150426 B/w Confused & Neutal,,,685,,,,,5
686,686,0.37184787,0.6203519,0.6497377,0.71576285,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.3674154,,,0.3674154 B/w Confused & Neutal,,,686,,,,,0
687,687,0.29790688,0.002814606,0.9435123,0.30275816,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2677215,,,0.2677215 B/w Confused & Neutal,,,687,,,,,5
688,688,0.012499332,0.6348482,0.67394626,0.81971043,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.5398772,,,0.5398772 B/w Confused & Neutal,,,688,,,,,0
689,689,0.29758674,0.002475932,0.9430484,0.30292088,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2537035,,,0.2537035 B/w Confused & Neutal,,,689,,,,,0
690,690,0.011672467,0.633633,0.6741979,0.82110417,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.566434,,,0.566434 B/w Confused & Neutal,,,690,,,,,0
691,691,0.29754406,0.002425611,0.94297,0.3029321,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.24994226,,,0.24994226 B/w Confused & Neutal,,,691,,,,,0
692,692,0.021931857,0.67571306,0.6546366,0.8239112,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.38582262,,,0.38582262 B/w Confused & Neutal,,,692,,,,,5
693,693,0.2962959,0.00293538,0.9424579,0.3025536,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2547898,,,0.2547898 B/w Confused & Neutal,,,693,,,,,-5
694,694,0.022646934,0.6754777,0.6540743,0.8244459,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.40288797,,,0.40288797 B/w Confused & Neutal,,,694,,,,,-5
695,695,0.29624072,0.002934009,0.9423677,0.30244634,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.25233123,,,0.25233123 B/w Confused & Neutal,,,695,,,,,-5
696,696,0.022708446,0.67600965,0.6544876,0.8262632,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.37816948,,,0.37816948 B/w Confused & Neutal,,,696,,,,,0
697,697,0.2959735,0.003150761,0.9418638,0.30223018,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2766228,,,0.2766228 B/w Confused & Neutal,,,697,,,,,5
698,698,0.022957504,0.6762053,0.65439534,0.82655525,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.3657585,,,0.3657585 B/w Confused & Neutal,,,698,,,,,0
699,699,0.29586476,0.003128901,0.9433474,0.302337,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2851911,,,0.2851911 B/w Confused & Neutal,,,699,,,,,5
700,700,0.025773168,0.6830766,0.6706729,0.819458,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.39391753,,,0.39391753 B/w Confused & Neutal,,,700,,,,,-5
701,701,0.29616064,0.003355786,0.9446896,0.30206972,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2937415,,,0.2937415 B/w Confused & Neutal,,,701,,,,,5
702,702,0.025750846,0.6832559,0.6705191,0.8196378,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.38928914,,,0.38928914 B/w Confused & Neutal,,,702,,,,,5
703,703,0.29628852,0.003253639,0.9447663,0.30209932,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.2912306,,,0.2912306 B/w Confused & Neutal,,,703,,,,,5
704,704,0.027024984,0.6833916,0.67030543,0.8200079,1,97.3 - Up temp/97.4- Lower temp/97-Nose,0.38290316,,,0.38290316 B/w Confused & Neutal,,,704,,,,,0
705,705,0.2961997,0.003203422,0.94465387,0.3020178,47,98.8 - Up temp/98.8- Lower temp/97.8-Nose,0.28409278,,,0.28409278 B/w Confused & Neutal,,,705,,,,,0
